	SRX5797708	SRX5797709	SRX5797712	SRX5797713	SRX5797716	SRX5797717
MAN2B2	1660	1222	1265	800	1337	1113
MAN2C1	896	1826	1278	1105	1445	1466
MANBA	35	294	155	142	834	246
MANBAL	607	629	369	354	369	398
MANEA	716	834	651	466	562	773
MANEAL	220	1	0	5	0	8
MANF	644	233	445	108	89	375
MANSC1	339	716	427	515	366	491
MAOA	0	46	0	10	0	1
MAOB	0	0	81	5	0	0
MAP10	0	55	0	27	1	19
MAP11	7	132	26	75	7	75
MAP1A	1	42	0	17	0	43
MAP1B	107	61	47	85	300	126
MAP1LC3A	0	39	11	16	0	20
MAP1LC3B	537	1235	316	805	84	952
MAP1LC3B2	16	20	8	13	3	22
MAP1LC3C	6	43	18	38	13	22
MAP1S	128	177	162	81	32	118
MAP2	0	79	1	8	2	29
MAP2K1	1178	1819	251	851	189	940
MAP2K2	172	415	661	233	913	564
MAP2K3	7	627	185	227	632	385
MAP2K4	634	501	398	462	39	583
MAP2K4P1	0	11	0	0	0	6
MAP2K5	1	117	49	99	0	103
MAP2K6	579	1268	385	847	42	1118
MAP2K7	110	607	245	316	392	346
MAP3K1	1397	2825	883	1822	2415	2207
MAP3K10	19	50	18	33	27	27
MAP3K11	104	557	372	291	85	394
MAP3K12	110	353	362	175	99	193
MAP3K13	1032	2110	933	1276	141	1154
MAP3K14	726	76	17	11	101	87
MAP3K15	44	128	111	148	96	123
MAP3K2	2135	2582	1261	1249	132	1355
MAP3K20	132	409	220	278	191	258
MAP3K21	316	85	3	68	0	94
MAP3K3	474	699	954	497	1574	855
MAP3K4	6	461	103	426	1383	482
MAP3K5	769	848	205	402	16	571
MAP3K6	48	133	10	19	0	23
MAP3K7	1366	1873	1101	726	771	1182
MAP3K7CL	3	92	211	122	11	98
MAP3K8	1726	5444	674	1418	1299	1780
MAP3K9	19	208	124	135	680	74
MAP4	1671	4368	2011	2207	1409	2518
MAP4K1	1591	2707	2104	1366	1634	1931
MAP4K2	218	529	107	156	448	221
MAP4K3	0	202	192	133	0	113
MAP4K4	840	1481	628	822	1312	1025
MAP4K5	346	802	124	441	11	546
MAP7	58	260	173	126	799	236
MAP7D1	336	526	78	254	418	321
MAP7D3	1183	1686	779	1101	591	1092
MAP9	379	1114	823	632	1	756
MAPK1	2208	1709	974	1082	621	1307
MAPK10	353	746	414	479	671	562
MAPK11	0	42	0	11	1	4
MAPK12	55	183	48	76	40	95
MAPK13	244	616	461	321	271	280
MAPK14	114	936	681	659	496	725
MAPK1IP1L	9060	10532	4535	5035	2188	6384
MAPK3	707	371	214	162	66	263
MAPK6	586	1045	847	571	895	1021
MAPK7	0	42	1	24	105	36
MAPK8	408	501	365	315	440	344
MAPK8IP1	0	21	1	12	0	8
MAPK8IP2	24	97	46	59	27	55
MAPK8IP3	0	92	62	44	2	47
MAPK9	471	611	416	298	414	364
MAPKAP1	481	385	235	240	365	306
MAPKAPK2	1142	988	335	393	1046	531
MAPKAPK3	2136	1855	883	793	6	1637
MAPKAPK5	521	1704	531	964	285	970
MAPKBP1	14	261	208	272	12	279
MAPRE1	6433	8502	3636	4688	226	5340
MAPRE2	4896	9447	4705	5924	2945	6881
MAPRE3	0	15	1	18	1	7
MAPT	76	207	73	162	82	138
MARCHF1	12	34	46	31	14	24
MARCHF10	59	110	53	49	0	76
MARCHF2	142	759	503	367	68	358
MARCHF3	734	1294	688	833	82	835
MARCHF4	0	3	0	1	4	3
MARCHF5	579	389	41	167	200	294
MARCHF6	9202	13175	5921	8105	3860	9148
MARCHF7	5413	5844	2138	3274	1784	4748
MARCHF8	1180	931	561	563	577	780
MARCHF9	126	361	498	218	34	250
MARCKS	173	7	171	40	66	6
MARCKSL1	13	33	4	17	2	29
MARCKSL1P2	30	32	11	31	15	20
MARF1	1477	1986	1031	824	572	1025
MARK2	22	394	117	125	131	171
MARK2P16	0	6	0	4	0	10
MARK2P4	6	8	2	0	0	3
MARK2P8	45	121	31	84	325	124
MARK3	936	1798	721	818	257	891
MARK4	77	202	56	88	406	121
MARS1	598	3706	1565	1912	2899	2456
MARS2	347	279	534	249	57	295
MARVELD1	237	87	153	15	0	24
MARVELD2	511	420	273	279	207	332
MARVELD3	88	189	129	154	115	142
MAS1	509	485	104	118	35	471
MASP1	21	61	30	29	34	33
MASP2	9	26	8	19	17	26
MAST1	83	222	136	163	79	177
MAST2	2	133	115	100	569	113
MAST3	2166	3893	1775	1475	2285	3066
MAST4	124	1344	620	854	651	823
MASTL	141	777	429	423	131	474
MAT2A	2874	2070	548	955	102	1519
MAT2B	9716	10691	4821	6826	4602	7126
MATK	52	204	255	98	1261	222
MATN1	0	37	1	1	0	12
MATN2	878	1512	558	1024	2653	2212
MATR3	10914	13318	8152	8242	4949	10725
MAU2	310	1063	792	794	1621	810
MAVS	2144	3686	1850	2391	722	2354
MAX	3445	4239	2810	2940	1006	3049
MAZ	1512	1293	490	527	342	743
MB	139	144	55	114	1	77
MB21D2	56	214	1	138	2	107
MBD1	266	1545	1040	882	517	981
MBD2	682	1491	589	667	40	660
MBD3	65	248	198	175	47	149
MBD4	1285	1633	910	1157	261	1109
MBD5	361	1142	566	720	561	739
MBD6	90	243	292	167	13	257
MBIP	811	1503	448	958	219	1287
MBLAC1	80	25	7	4	0	23
MBLAC2	83	193	205	94	0	134
MBNL1	10806	15002	8007	8330	7038	11980
MBNL2	1129	1187	473	765	0	1200
MBNL3	296	392	315	274	5	344
MBOAT1	0	67	100	35	0	68
MBOAT2	91	275	47	154	12	87
MBOAT4	0	46	0	58	778	39
MBOAT7	503	782	286	310	113	453
MBP	4593	4338	1927	2220	1046	3642
MBTD1	619	549	200	431	640	356
MBTPS1	1167	2466	2128	1765	583	2335
MBTPS2	415	805	352	407	12	495
MC1R	0	42	139	41	0	9
MC2R	19	15	14	3	8	14
MCAM	225	444	146	324	58	357
MCAT	143	73	0	43	0	37
MCC	76	66	325	154	18	137
MCCC1	1058	928	403	527	1212	667
MCCC2	409	707	564	558	80	572
MCEE	155	529	132	350	358	324
MCEMP1	0	11	0	0	0	5
MCF2L	18	243	36	123	24	168
MCF2L2	391	557	520	395	168	439
MCFD2	1524	1931	530	1236	314	1388
MCHR2	3	6	6	0	3	1
MCL1	3182	8128	3015	5192	2264	6623
MCM10	15	294	41	68	26	69
MCM2	741	199	56	128	0	203
MCM3	2966	6070	2148	3178	1336	3961
MCM3AP	591	1477	714	753	420	975
MCM4	1096	140	216	55	141	147
MCM5	2959	2648	1401	1570	922	1958
MCM6	1100	741	1055	497	21	582
MCM7	1284	3541	2190	1501	2512	2241
MCM8	65	517	374	286	67	400
MCM9	664	718	476	567	457	623
MCMBP	927	725	410	357	720	539
MCMDC2	157	341	178	235	107	197
MCOLN1	54	151	102	122	243	152
MCOLN2	30	133	28	45	39	72
MCOLN3	16	62	44	46	1020	39
MCPH1	993	1794	616	1011	189	1261
MCRIP1	529	684	534	322	189	419
MCRIP2	30	113	63	95	21	62
MCRS1	1718	5813	2581	2857	9	3019
MCTP1	1	161	115	59	0	162
MCTP2	1146	747	345	448	1614	700
MCTS1	337	1365	382	864	7	727
MCTS2P	0	23	11	9	0	13
MCU	167	264	75	156	190	165
MCUB	286	342	1	128	305	286
MCUR1	248	499	243	363	144	389
MCUR1P1	0	5	0	3	0	3
MDC1	384	1422	933	824	1648	1293
MDFI	0	0	11	2	0	0
MDFIC	3617	4989	1358	2683	1452	3794
MDGA1	0	3	26	9	0	0
MDH1	6017	10137	4584	5318	3537	4872
MDH1B	7	17	3	22	11	14
MDH2	6309	8611	4028	4520	1523	5372
MDK	0	39	1	1	244	6
MDM1	754	1446	492	827	698	864
MDM2	3797	5678	2863	3446	4700	4497
MDM4	1240	5485	3158	3303	2365	4098
MDN1	1065	2141	624	1387	1191	1929
MDP1	117	587	177	286	169	214
ME1	108	47	0	2	0	6
ME2	926	2365	1281	1192	545	1762
ME3	2	30	17	9	0	5
MEA1	3325	4092	1621	1986	892	2069
MEAF6	1961	2689	1149	1580	1038	2095
MEAK7	604	734	764	587	90	627
MECOM	0	28	14	17	14	28
MECP2	783	1264	698	838	281	879
MECR	61	631	59	339	29	345
MED1	1437	1519	307	907	78	1087
MED10	1464	3539	1430	1877	1582	1936
MED11	493	984	691	741	788	795
MED12	547	1327	256	680	8	1259
MED12L	606	515	308	562	645	335
MED13	1527	2253	867	1278	2146	1620
MED13L	836	3434	1261	2284	427	2724
MED14	562	696	443	545	886	570
MED15	102	677	494	416	1315	831
MED15P9	18	79	37	38	60	44
MED16	380	51	6	24	323	53
MED17	1050	2139	1072	1218	273	1679
MED18	271	1136	750	740	889	600
MED19	208	339	221	244	349	281
MED20	849	938	547	577	41	649
MED21	954	1271	451	805	1060	817
MED22	116	202	255	157	289	189
MED23	1326	1774	964	1192	796	1857
MED24	369	605	322	438	1171	532
MED25	219	351	126	95	25	152
MED26	0	185	34	67	32	107
MED27	1233	1560	674	1084	4	1117
MED28	5311	5176	1833	3396	2365	3224
MED28P1	0	11	0	0	0	4
MED28P3	70	8	0	7	0	4
MED28P7	0	9	26	0	0	4
MED29	1305	1130	676	964	1805	844
MED30	695	283	650	117	96	382
MED31	624	1364	1038	844	385	1425
MED4	3583	5102	2436	3219	3628	2903
MED6	726	1307	868	905	312	796
MED7	1077	1172	120	758	446	760
MED8	1151	1475	185	960	4	897
MED9	28	108	155	63	29	156
MEF2A	695	1405	513	865	425	944
MEF2C	284	678	397	1219	1	853
MEF2D	525	868	232	401	344	552
MEFV	147	322	200	227	189	236
MEGF10	0	10	131	36	0	9
MEGF11	0	16	0	3	0	11
MEGF6	0	7	0	1	0	4
MEGF8	5	150	32	99	7	153
MEGF9	600	410	625	326	16	258
MEI1	1295	2513	531	1165	606	1287
MEIG1	0	18	14	11	0	13
MEIOC	114	258	167	162	61	141
MEIS1	341	139	481	259	2	313
MEIS2	3	1	1	2	6	2
MEIS3	3	6	6	8	4	10
MELK	11	112	78	56	16	16
MELTF	144	36	1	10	2	20
MEMO1	1139	1692	704	842	6	776
MEN1	25	188	14	73	2	106
MEP1B	0	12	0	0	0	0
MEPCE	168	412	25	214	2	305
MERTK	6	109	210	70	0	72
MESD	3718	4578	2626	2615	1906	2739
MESP2	2	4	7	6	19	0
MEST	29	1227	446	813	782	577
MET	27	46	26	22	10	29
METAP1	2330	3325	1572	1709	2436	2193
METAP1D	1	540	343	207	0	190
METAP2	2971	3133	1688	1856	3411	1925
METRN	15	26	0	35	3	43
METRNL	243	28	51	10	1	80
METTL1	462	714	391	638	2	541
METTL14	1118	1735	1286	1112	319	1337
METTL15	342	795	525	567	681	659
METTL15P1	54	46	42	28	0	26
METTL16	689	1560	1035	1041	472	1304
METTL17	981	3424	2145	1743	441	2072
METTL18	722	1141	309	749	1870	829
METTL21A	643	1284	705	697	500	931
METTL21EP	5	30	6	10	6	9
METTL22	383	1119	449	655	156	741
METTL23	284	760	515	416	45	422
METTL24	0	26	6	18	0	11
METTL25	799	607	32	280	13	457
METTL26	531	123	446	70	24	149
METTL27	0	27	61	14	0	3
METTL2A	609	1584	839	1015	205	877
METTL2B	1219	3184	1482	1779	870	1969
METTL3	84	1575	511	766	20	855
METTL4	622	552	259	460	1	408
METTL5	1031	1314	1101	773	279	861
METTL6	558	916	469	530	265	593
METTL7A	1517	1984	1867	2407	73	1093
METTL8	828	770	776	684	180	495
METTL9	860	741	374	488	131	557
MEX3A	1	6	4	0	0	1
MEX3B	0	73	20	34	0	77
MEX3C	490	850	463	602	661	524
MEX3D	67	47	2	30	4	18
MFAP1	851	1376	419	972	6	1043
MFAP1P1	0	0	1	7	0	7
MFAP3	349	469	229	216	64	264
MFAP3L	410	19	35	18	1	29
MFAP4	0	16	0	0	3	0
MFAP5	27	61	45	48	18	24
MFF	1151	905	700	514	215	840
MFGE8	93	739	486	568	366	525
MFHAS1	638	709	31	389	113	596
MFN1	1266	766	557	624	108	655
MFN2	634	1522	740	932	6	1382
MFNG	4987	5080	2826	2879	5114	3302
MFSD1	711	406	127	262	17	439
MFSD10	163	95	130	32	1	125
MFSD11	662	1228	538	985	923	868
MFSD12	192	205	7	86	6	82
MFSD13A	61	308	301	246	41	172
MFSD13B	0	19	1	27	0	9
MFSD14A	1651	2110	1100	885	689	1514
MFSD14B	875	1708	445	612	46	731
MFSD14C	917	1978	1106	1384	644	1331
MFSD1P1	0	15	0	5	1	9
MFSD2A	0	205	0	21	0	73
MFSD2B	14	43	12	26	14	35
MFSD3	0	12	34	7	0	8
MFSD4A	100	248	178	196	57	143
MFSD4B	308	869	430	408	284	477
MFSD5	825	878	294	398	229	664
MFSD6	322	837	236	376	0	656
MFSD6L	0	10	0	0	0	0
MFSD8	250	1550	550	677	505	869
MFSD9	137	649	395	501	23	461
MGA	889	3223	2793	1986	2106	2173
MGARP	0	21	0	0	0	6
MGAT1	1593	927	860	578	1181	659
MGAT2	957	620	22	226	3	312
MGAT3	2	7	0	1	2	14
MGAT4A	3234	7835	3157	4873	3005	6922
MGAT4B	8	50	7	21	2	22
MGAT4C	41	127	117	105	107	84
MGAT4EP	6	28	18	13	13	30
MGAT5	2642	3576	1844	2532	2458	3711
MGAT5B	0	72	13	13	1	12
MGLL	1569	1289	929	524	1227	660
MGME1	1953	2176	443	758	5	701
MGMT	1500	743	407	508	556	467
MGP	70	112	96	89	65	97
MGRN1	501	416	125	252	143	246
MGST1	32	109	32	72	35	54
MGST2	360	1098	597	857	468	693
MGST3	2439	2234	951	1554	406	1227
MIA	0	7	0	3	0	3
MIA-RAB4B	0	31	4	19	14	34
MIA2	1298	1792	750	1065	1576	1606
MIA3	1486	2321	1508	1618	116	1769
MIB1	1617	1333	1021	792	6	956
MIB2	4	37	10	16	0	30
MICA	384	1316	497	833	591	905
MICAL1	518	2125	856	819	2736	1459
MICAL2	354	612	705	450	238	488
MICAL3	319	698	930	470	1031	469
MICALL1	210	431	142	261	9	232
MICALL2	0	4	2	0	0	7
MICB	1026	577	497	356	27	559
MICD	0	2	14	17	0	1
MICE	7	69	4	20	0	46
MICOS10	1806	3336	1136	1844	988	1748
MICOS10P2	0	2	0	10	0	0
MICOS10P3	29	2	0	0	1	2
MICOS13	807	1238	894	797	376	770
MICU1	1254	1918	836	1142	189	1431
MICU2	218	1018	523	577	886	578
MICU3	31	394	132	258	178	161
MID1	0	14	8	10	1	11
MID1IP1	270	184	50	104	4	127
MID2	0	16	0	25	0	14
MIDEAS	2728	6981	2512	3437	4780	6927
MIDN	835	659	444	300	405	355
MIEF1	2022	1258	557	987	421	1201
MIEF2	18	145	53	115	37	218
MIEN1	830	1050	509	497	184	672
MIER1	8281	10372	4257	5850	3279	7288
MIER2	28	87	31	79	19	72
MIER3	167	337	38	216	0	265
MIF	6971	582	3653	279	4136	5095
MIF4GD	2104	2431	1320	1287	872	1268
MIGA1	183	1457	748	880	1681	993
MIGA2	4	284	383	227	8	207
MIIP	283	370	146	138	32	208
MILR1	42	222	162	157	250	92
MINAR1	0	1	0	0	0	13
MINAR2	21	61	45	54	59	54
MINDY1	224	657	525	458	197	566
MINDY2	656	1902	994	1067	682	1261
MINDY3	378	923	349	601	0	459
MINDY4	5	34	44	141	7	35
MINK1	423	454	389	189	200	250
MINPP1	618	223	239	135	1	211
MIOS	349	283	270	199	8	149
MIOX	40	56	28	38	21	44
MIP	22	9	2	13	23	20
MIPEP	85	88	49	48	0	81
MIPEPP2	0	15	0	0	0	2
MIPEPP3	0	38	26	13	0	18
MIPOL1	1421	3124	2124	2195	1532	2045
MIS12	484	1280	538	589	11	661
MIS18A	120	279	172	70	315	168
MIS18BP1	1402	3687	1367	2083	1915	2781
MISP	1	13	11	2	0	3
MISP3	0	15	30	7	0	9
MITD1	1256	3017	1723	1550	634	1391
MITF	7	180	6	55	26	157
MIXL1	15	64	203	75	32	39
MKI67	7	390	118	68	5	60
MKI67P1	0	0	75	0	0	0
MKKS	1567	1371	882	761	56	929
MKLN1	2141	2982	1796	1660	897	2139
MKNK1	1451	3258	1753	1618	883	1943
MKNK2	373	687	330	300	39	373
MKRN1	1116	1694	729	1068	741	1240
MKRN2	1621	1579	670	1048	41	1407
MKRN2OS	1	16	0	7	5	14
MKRN3	11	28	3	8	10	28
MKRN9P	53	102	69	64	70	70
MKS1	636	1274	674	832	608	752
MLANA	79	218	280	145	85	144
MLC1	1	12	2	47	81	2
MLEC	1062	1577	1067	1004	315	1022
MLF1	17	81	32	61	52	103
MLF2	1029	1507	1063	705	2	688
MLH1	1481	2724	745	1443	915	1471
MLH3	1194	1130	254	638	53	692
MLIP	11	44	17	37	20	20
MLKL	51	780	708	510	78	573
MLLT1	47	89	62	39	377	91
MLLT10	261	1100	239	860	252	893
MLLT10P1	39	12	0	1	0	1
MLLT10P2	6	3	0	1	0	0
MLLT11	429	306	279	252	95	443
MLLT3	1607	2674	2040	1517	1087	1278
MLLT6	3703	8882	3273	4220	3519	4428
MLPH	37	68	51	59	33	51
MLST8	357	584	342	294	474	408
MLX	2363	2843	1000	1744	507	1617
MLXIP	1621	3439	2066	2022	1836	2552
MLXIPL	92	167	85	71	61	86
MLYCD	156	557	78	300	13	278
MMAA	186	224	173	157	0	166
MMAB	835	631	397	389	61	436
MMACHC	97	382	149	275	74	203
MMADHC	4320	4435	1655	2844	2650	2875
MMD	117	386	364	233	526	140
MME	18	47	34	23	17	30
MMEL1	0	2	89	0	0	7
MMGT1	2268	883	867	505	3	940
MMP11	2	14	25	27	12	16
MMP13	4	47	0	9	1	19
MMP17	2	0	23	0	0	2
MMP19	0	3	0	8	0	0
MMP21	0	17	0	5	0	0
MMP24	324	493	94	196	216	403
MMP24OS	375	555	290	484	148	456
MMP25	750	406	233	193	27	289
MMP9	0	24	14	15	0	13
MMRN1	89	278	120	570	3	652
MMRN2	15	23	10	10	18	19
MMS19	1308	2435	769	1597	673	1737
MMS22L	1291	1397	1362	994	158	768
MMUT	1148	1401	812	862	262	956
MN1	1	58	17	61	0	36
MNAT1	549	803	489	647	288	444
MND1	5	83	9	19	0	17
MNDA	0	8	0	4	0	4
MNS1	3	41	14	22	45	17
MNT	438	508	343	327	230	301
MOAP1	51	738	312	552	42	608
MOB1A	7609	8506	4664	4694	1896	5736
MOB1B	213	736	454	471	1059	368
MOB2	106	288	152	191	169	294
MOB3A	10933	11211	3739	4991	4435	6909
MOB3B	40	133	77	52	76	68
MOB3C	251	932	249	476	178	753
MOB4	1138	2138	631	1262	15	1457
MOBP	59	121	78	82	68	84
MOCOS	102	256	136	172	55	119
MOCS1	0	0	9	3	0	10
MOCS2	896	1334	493	763	5	761
MOCS3	879	831	466	377	80	635
MOG	65	63	54	64	55	62
MOGAT3	48	154	94	91	84	95
MOGS	158	849	369	471	200	165
MOK	109	254	131	137	66	128
MON1A	14	75	31	29	5	22
MON1B	1347	2298	1034	1174	183	1325
MON2	1160	1296	501	721	251	1068
MORC2	994	2501	1113	1393	872	1790
MORC3	1684	2317	1037	1538	526	1806
MORC4	2158	4765	2675	3151	2799	3034
MORF4L1	12909	17105	8096	10188	2817	11403
MORF4L1P3	3	11	1	0	0	5
MORF4L2	1354	4740	3257	2428	955	3265
MORN1	44	159	226	93	15	111
MORN2	115	161	43	78	0	57
MORN3	346	523	242	391	156	345
MORN4	48	131	215	170	127	185
MOSMO	95	180	212	122	2	143
MOSPD1	857	733	484	383	279	550
MOSPD2	365	1376	649	922	6	546
MOSPD3	510	283	378	97	368	428
MOV10	805	2367	858	1512	302	1848
MOV10L1	15	44	35	39	36	37
MOXD1	6	24	112	4	0	15
MPC1	772	982	802	683	650	700
MPC2	1291	1883	1457	1056	225	1114
MPDU1	212	679	146	376	285	426
MPDZ	0	0	0	14	0	7
MPEG1	0	1	2	3	0	21
MPG	1521	1249	998	390	235	540
MPHOSPH10	1486	2596	1697	1307	1229	1559
MPHOSPH6	586	1098	196	681	5	869
MPHOSPH6P1	36	7	0	0	0	3
MPHOSPH8	2753	7631	2667	4515	1516	5158
MPHOSPH9	710	3322	1148	2063	886	1984
MPI	1209	2069	824	1367	532	1232
MPIG6B	27	180	94	220	79	198
MPLKIP	305	915	338	507	520	581
MPND	213	103	29	51	167	54
MPP1	183	388	2	310	11	235
MPP4	242	118	14	74	10	46
MPP5	411	331	61	247	42	273
MPP6	721	111	18	72	12	100
MPP7	105	463	160	307	722	392
MPPE1	1248	3232	1219	1406	598	1939
MPPED2	361	12	20	26	5	18
MPRIP	1694	2025	646	901	1070	1123
MPST	374	655	374	381	190	459
MPV17	1618	2804	1437	1701	1120	1688
MPV17L	1081	3274	2985	3654	913	1486
MPV17L2	519	67	117	29	532	184
MPZ	94	17	0	5	0	5
MPZL1	582	199	130	224	1	277
MPZL2	1515	462	276	362	435	518
MPZL3	7231	4616	1405	1786	3713	8480
MR1	3104	2926	1924	1861	481	2058
MRAP	14	21	13	6	0	4
MRAS	51	87	209	92	28	57
MRC1	0	2	5	2	0	2
MRC2	15	82	33	82	7	53
MRE11	911	2397	1981	1675	1169	1909
MREG	796	846	543	621	450	408
MRFAP1	1876	2662	967	1409	385	1664
MRFAP1L1	2505	3647	1229	2179	1212	2439
MRGBP	0	155	136	46	18	57
MRI1	331	1568	996	1105	467	1210
MRLN	32	77	29	42	40	31
MRM1	1	80	0	21	1	66
MRM2	2072	3016	1385	1508	1566	1807
MRM3	557	990	708	674	460	760
MRNIP	732	1502	675	835	325	847
MRO	44	63	51	73	26	64
MROH1	152	507	334	256	468	235
MROH6	0	4	0	3	0	5
MROH7	126	223	129	113	157	137
MROH7-TTC4	0	67	0	12	6	11
MROH8	18	95	17	43	16	27
MRPL1	361	1002	290	550	1010	662
MRPL10	717	1439	1178	1069	662	1099
MRPL11	694	647	371	536	3	463
MRPL12	223	19	43	4	0	130
MRPL13	1052	1895	361	1110	277	1025
MRPL14	1230	2072	886	1296	473	1194
MRPL15	231	683	204	443	3	348
MRPL16	1150	1392	519	866	365	1007
MRPL17	732	1001	543	572	183	504
MRPL18	1386	4209	1024	1978	568	3123
MRPL19	910	627	601	507	1	545
MRPL2	759	823	551	495	541	555
MRPL20	2290	2776	722	1476	275	1544
MRPL21	396	877	423	609	249	582
MRPL22	789	1766	1058	955	60	944
MRPL23	47	21	60	2	0	23
MRPL24	906	2225	1220	1425	1063	1255
MRPL27	497	1109	308	701	10	646
MRPL28	1002	989	477	381	860	602
MRPL3	1543	1674	877	971	61	943
MRPL30	172	2074	702	1416	376	1098
MRPL30P1	10	40	10	17	3	19
MRPL32	1447	1950	569	1004	850	1088
MRPL33	1432	2212	798	1247	473	1192
MRPL34	674	632	436	372	829	483
MRPL35	518	946	699	666	52	661
MRPL35P3	21	17	7	12	0	7
MRPL36	1195	1348	790	869	532	719
MRPL37	1306	683	539	283	4	608
MRPL37P1	223	120	30	53	0	44
MRPL38	869	1514	1258	484	343	933
MRPL39	244	971	575	917	711	1137
MRPL4	412	210	181	116	33	226
MRPL40	953	1314	763	1155	1435	956
MRPL40P1	0	8	0	0	0	2
MRPL41	165	70	12	32	0	39
MRPL42	4071	4739	1991	2375	714	2721
MRPL43	809	1277	555	614	962	992
MRPL44	1459	2047	1067	1220	565	1173
MRPL45	1966	2148	788	1221	11	1385
MRPL45P2	311	507	201	277	232	191
MRPL46	1294	1284	865	950	12	1096
MRPL47	2001	1940	689	1045	3	1048
MRPL48	1374	2335	1224	1413	1351	1327
MRPL49	3272	4893	1945	3349	385	3133
MRPL50	1136	1235	490	784	423	973
MRPL51	2895	3874	1249	2048	1136	1560
MRPL52	606	1316	712	559	148	758
MRPL53	601	1398	637	869	219	748
MRPL53P1	44	55	80	37	26	58
MRPL54	880	1141	439	505	1423	906
MRPL55	242	1294	284	903	492	963
MRPL57	3004	3239	1622	1786	2712	2310
MRPL57P3	0	16	23	6	0	5
MRPL58	782	610	240	222	2	340
MRPL9	997	821	515	485	521	717
MRPS10	3329	4223	1396	2541	178	2861
MRPS11	1421	1740	1287	1126	1019	964
MRPS12	936	1004	505	675	681	780
MRPS14	465	1650	1210	1012	90	963
MRPS15	644	930	367	551	357	452
MRPS16	3589	2411	1132	1684	915	1429
MRPS17	1125	1657	799	1215	175	1042
MRPS17P1	116	267	145	179	130	151
MRPS17P5	23	1	0	0	0	1
MRPS18A	2681	2714	1160	1545	963	1646
MRPS18AP1	0	11	18	6	0	6
MRPS18B	2759	3681	1627	2464	1189	2389
MRPS18C	1791	1926	821	1216	448	994
MRPS2	656	79	480	72	1085	238
MRPS21	1826	4501	1703	2786	580	2383
MRPS22	278	1257	295	695	91	706
MRPS23	829	2005	1380	1408	409	1240
MRPS24	195	775	383	354	165	525
MRPS25	787	1549	863	886	290	872
MRPS26	2	86	133	49	0	86
MRPS27	2197	3028	1315	2173	98	2373
MRPS28	589	869	402	455	277	546
MRPS30	889	647	408	279	0	602
MRPS31	1664	2368	834	1324	197	1474
MRPS31P4	89	237	140	209	45	248
MRPS31P5	354	340	362	418	36	373
MRPS33	999	1708	794	1162	540	903
MRPS34	81	153	23	98	361	91
MRPS35	1637	1766	1831	1068	179	1051
MRPS36	547	1538	359	741	651	716
MRPS5	1011	2167	1053	1217	746	1292
MRPS6	2212	2332	1052	1160	630	1595
MRPS6P2	0	0	0	0	42	0
MRPS7	2678	3029	1370	1779	1273	1684
MRPS9	822	1554	579	1035	620	978
MRRF	663	1779	838	1148	847	1155
MRS2	1989	1505	845	922	712	1023
MRTFA	343	468	358	285	291	330
MRTFB	120	619	156	372	987	425
MRTO4	1663	1773	887	1256	637	685
MRVI1	2	32	4	15	1	5
MS4A1	1003	79	186	89	4	52
MS4A10	72	153	59	103	83	68
MS4A14	0	17	0	0	0	0
MS4A2	22	44	22	32	37	28
MS4A4A	1	1	0	1	8	2
MS4A4E	0	9	1	3	5	5
MS4A5	0	8	3	0	0	6
MS4A6A	995	322	363	107	21	158
MS4A7	70	156	99	129	53	111
MSANTD1	32	53	46	42	48	25
MSANTD2	141	239	58	113	1	140
MSANTD3	427	205	145	217	1	153
MSANTD3-TMEFF1	0	40	104	13	1	5
MSANTD4	772	410	177	390	161	331
MSH2	589	2369	1196	1259	289	1507
MSH3	828	546	384	405	49	325
MSH5	134	593	382	371	296	420
MSH5-SAPCD1	0	36	3	30	0	49
MSH6	240	1135	662	730	490	762
MSI1	12	26	5	8	38	15
MSI2	667	1582	1403	1028	1089	1389
MSL1	114	989	506	684	290	718
MSL2	770	1078	415	622	139	759
MSL3	719	1844	808	896	18	1054
MSL3P1	54	318	3	202	0	135
MSMO1	2811	2518	973	1730	1495	1344
MSMP	6	13	10	15	93	9
MSN	29944	29214	15581	17501	7804	24522
MSNP1	11	1	0	0	1	0
MSR1	30	60	47	44	10	39
MSRA	193	199	30	108	7	123
MSRB1	918	1011	233	569	714	507
MSRB2	7	142	17	69	8	88
MSRB3	33	222	50	202	125	242
MSS51	51	199	66	87	39	83
MST1	1	30	1	17	1	26
MST1L	0	4	3	5	0	0
MSTO1	987	1682	833	1169	105	1232
MSTO2P	0	147	70	132	0	124
MSX1	211	486	268	301	255	282
MSX2P1	0	0	13	6	0	0
MT-ATP6	82515	60101	53023	54213	23754	25474
MT-ATP8	20660	14157	11382	11789	6192	6368
MT-CO1	387457	479864	285456	473653	130690	201075
MT-CO2	164827	108908	91379	86242	51217	58338
MT-CO3	168792	114566	93972	106269	68536	66577
MT-CYB	141738	90710	97507	101890	43299	49932
MT-ND1	39591	26741	23475	22593	12605	11807
MT-ND2	80786	48865	44423	49026	23713	30914
MT-ND3	6468	3807	3628	3857	1991	1717
MT-ND4	111177	72829	80408	79919	45139	45660
MT-ND4L	15485	9172	9417	9249	5848	5864
MT-ND5	86537	77845	78509	78354	44811	47580
MT-ND6	17828	15212	15244	16409	9180	5747
MT1E	0	18	3	22	25	26
MT1F	73	44	25	34	6	26
MT1M	0	4	4	1	8	5
MT1X	310	259	177	155	269	174
